#1 
double table1(336, 8)
	# Time (s)	(1)Temperature exterieure  station meteo	(2)Temperature soufflage CTA Multifonctionnelle	(3)Temperature reprise CTA Multifonctionnelle	(4)Temperature soufflage CTA RDC R+1	(5)Temperature reprise CTA RDC R+1	(6)ahu_R1	(7)ahu_multi 
27106200.0	13.13952380952381	25.090001400000002	22.483601826666668	24.4400003	22.62544107473118	1800.0	600.0
27108000.0	13.148935786435787	24.565001819444447	22.326001475	24.217500541666666	22.38120740636201	1800.0	600.0
27109800.0	13.149999999999999	20.993847230769234	22.00077165384615	20.668461653846155	21.93226704273504	1800.0	600.0
27111600.0	13.144784688995214	21.330742162962963	21.368889044444447	19.446285876190476	21.6659275	1800.0	40.0
27113400.0	13.423684210526316	22.255943340702945	21.7004766207483	19.252790965986396	21.480171506235827	1800.0	0.0
27115200.0	13.576315789473684	22.443902983516484	21.441923510989014	19.55435994871795	20.581484027472527	138.46153846153845	0.0
27117000.0	13.06857142857143	22.391191184523812	20.881430541666667	20.43194130102041	19.959644589285716	0.0	0.0
27118800.0	13.290172413793103	22.19770245402299	20.550691876436783	20.67469820525452	19.754310612068966	0.0	0.0
27120600.0	13.644967532467533	21.95988136309524	20.224644154761904	20.664559192176874	19.616429250000003	0.0	0.0
27122400.0	13.365746753246754	21.71088486394558	20.00785855952381	20.555205331632656	19.53199162755102	0.0	0.0
27124200.0	13.526587301587302	21.587969455639097	19.946370577777778	20.38864792929293	19.480678798006647	0.0	0.0
27126000.0	13.515734989648031	21.447368368421053	19.8647914057971	20.20606221212121	19.393024255813955	0.0	0.0
27127800.0	12.961904761904762	21.340527026315794	19.7619075	20.056667833333332	19.32558239534884	0.0	0.0
27129600.0	12.716071428571427	21.185176842105264	19.707621410714285	19.923409265151516	19.306933021466907	0.0	0.0
27131400.0	12.966666666666667	21.155202579999997	19.68809723809524	19.7740006	19.306185395384617	0.0	0.0
27133200.0	13.149999999999999	21.1301679	19.689168666666667	19.720002333333333	19.271857364285715	0.0	0.0
27135000.0	13.24313725490196	21.14941411764706	19.693531617647057	19.67588388235294	19.27122010609244	0.0	0.0
27136800.0	13.062916666666666	21.4220009	19.628333750000003	19.723333583333336	19.176835095833333	0.0	0.0
27138600.0	13.10171875	21.25421953125	19.673976021634616	19.6665237099359	19.177661104166667	0.0	0.0
27140400.0	13.324602272727274	21.29024550649351	19.73115480769231	19.629615865384615	19.225319155844154	0.0	0.0
